"","isoform","gene","group","prop","count","isoform_counts","gene_counts"
"2649","undefined","undefined","CAPZB&PRR13",0,0,"undefined","undefined"
"2650","undefined","undefined","CAPZB&PPHLN1&ZCRB1",1,1,"undefined","undefined"
"2651","NM_001032363&NM_001006","MINOS1&RPS3A","MINOS1&RPS3A",1,1,"416.51&7789","416.51&7789"
"2652","undefined","undefined","MINOS1&RPS3A",0,0,"undefined","undefined"
"2653","undefined","undefined","MINOS1&MINOS1-NBL1",1,1,"undefined","undefined"
"2654","NM_006360&NM_001032363","EIF3M&MINOS1","EIF3M&MINOS1",1,1,"742.65&416.51","37.35&416.51"
"2655","undefined","undefined","EIF3M&MINOS1",0,0,"undefined","undefined"
"2656","NM_001032363&NM_001184783","MINOS1&VDAC2","MINOS1&VDAC2",0,0,"416.51&0","416.51&0"
"2657","NM_001032363&NM_001184823","MINOS1&VDAC2","MINOS1&VDAC2",0,0,"416.51&0","416.51&0"
"2658","NM_001032363&NM_003375","MINOS1&VDAC2","MINOS1&VDAC2",0,0,"416.51&863.87","416.51&0"
"2659","NM_001032363&NR_033675","MINOS1&VDAC2","MINOS1&VDAC2",0,0,"416.51&1.13","416.51&0"
"2660","undefined","undefined","MINOS1&VDAC2",1,1,"undefined","undefined"
"2661","NM_001032363&NM_001282529","MINOS1&UBAP2","MINOS1&UBAP2",0.5,0.5,"416.51&0","416.51&0"
"2662","NM_001032363&NM_018449","MINOS1&UBAP2","MINOS1&UBAP2",0.5,0.5,"416.51&43.2","416.51&0"
"2663","undefined","undefined","MINOS1&UBAP2",0,0,"undefined","undefined"
"2664","undefined","undefined","HDGF&NTRK1&RPS14P3",1,1,"undefined","undefined"
"2665","NM_001035006&NR_077246","RPL17&RPS14P3","RPL17&RPS14P3",1,1,"4337.08&15","623.57&15"
"2666","undefined","undefined","RPL17&RPS14P3",0,0,"undefined","undefined"
"2667","undefined","undefined","RPS14P3&undefined",1,1,"undefined","undefined"
"2668","undefined","undefined","MINOS1&undefined",1,1,"undefined","undefined"
